city,text,state,references
Appomattox," On June 4, locals participated in a prayer vigil calling for peaceful unity and healing of racial tensions.",Virginia,['http://www.timesvirginian.com/news/article_608dd576-a6c4-11ea-999a-97bdf39fbeee.html']
Ashland," On June 3, demonstrators gathered at the Ashland Town Hall and then marched to the police station.",Virginia,['https://www.wric.com/news/local-news/hanover-county/ashland-residents-police-unite-for-peaceful-march-against-injustice/']
Bedford," On June 6, about 100 protesters gathered at Washington Street Baptist Church and marched to the Bedford County Courthouse.",Virginia,['https://www.wdbj7.com/content/news/Bedford-NAACP-hosts-peaceful-march-571075851.html']
Bowling Green," On June 7, local pastors organized a prayer rally in front of the Caroline County Courthouse.",Virginia,['https://www.fredericksburg.com/news/local/its-time-to-come-together-in-unity-and-love-pastors-hold-prayer-gathering-in-caroline/article_f1173f43-a290-5aa9-a00a-051da6b9aa8c.html']
Charlottesville, About 15 people demonstrated with signs on University Avenue on May 29.,Virginia,"['https://www.nbc29.com/2020/05/29/protesters-charlottesville-make-their-voices-heard-honor-george-floyd/', 'https://www.nbc29.com/2020/05/30/protesters-gather-front-charlottesville-police-dept/', 'https://www.dailyprogress.com/news/local/video-george-floyd-protest-marchers-briefly-shut-down-charlottesville-intersection/video_f42eb14d-0027-50ed-bf45-595e31f77175.html']"
Lakeside," A 36-year-old leader of the Ku Klux Klan drove a truck into a group of protestors, injuring at least one.",Virginia,"['https://www.richmond.com/news/local/crime/henrico-prosecutor-hanover-man-who-drove-into-protest-is-admitted-kkk-leader/article_54776922-5870-5657-8900-eb2969ae9140.html', 'https://archive.is/NFBWO', 'https://www.richmond.com/news/local/crime/henrico-prosecutor-hanover-man-who-drove-into-protest-is-admitted-kkk-leader/article_54776922-5870-5657-8900-eb2969ae9140.html']"
Lawrenceville," On June 2, about 125 protesters marched from Saint Paul's College to Courthouse Square.",Virginia,['http://www.brunswicktimes-gazette.com/news/article_ecfa25ac-a5a0-11ea-8081-c39ec24099da.html']
Lynchburg, About 100 people gathered for a Black Lives Matter protest outside the Lynchburg Community Market on May 30.,Virginia,"['https://www.wfxrtv.com/news/local-news/roughly-100-people-gather-in-downtown-lynchburg-to-protest-george-floyds-death/', 'https://www.nbc12.com/2020/06/01/officers-injured-two-people-arrested-during-destructive-demonstrations-lynchburg/']"
Richmond,"
Main article:  George Floyd protests in Richmond, Virginia
Shenandoah Valley",Virginia,[]
Covington," On June 5, protesters gathered in downtown Covington.",Virginia,['https://thevirginianreview.com/Content/Free-Articles/Free-Articles/Article/Protest-Held-Friday-Night-in-Downtown-Covington/71/1478/50360']
Front Royal," On June 5, approximately 1,200 protesters gathered at Bing Crosby Stadium. The organizers claim that it is the largest protest to ever happen in Front Royal.",Virginia,['https://theriver953.com/hundreds-gather-in-peaceful-protests-in-front-royal-and-winchester/']
Harrisonburg," On May 29, over 300 people gathered to protest in Court Square. The protesters broke out into chants, and at one point knelt like Colin Kaepernick's police brutality protests.",Virginia,['https://www.dnronline.com/dnronline/over-300-gather-in-harrisonburgs-court-square-for-peaceful-protest-against-police-brutality-racism/article_2d33be66-0d9b-5524-9988-da67d3bf50e6.html']
Lexington," On June 3, a protest in downtown Lexington drew hundreds of participants.",Virginia,['https://www.thenews-gazette.com/content/rally-brings-hundreds-downtown']
Orange," On June 4, hundred of protesters marched along Madison Road from the Orange Village Shopping Center to the Courthouse on Main Street.",Virginia,['https://www.dailyprogress.com/orangenews/peaceful-demonstration-in-orange-draws-hundreds-law-enforcement-officers-march-in-solidarity-with-protesters/article_87cc002e-a6b8-11ea-86ca-07198f56688a.html']
Staunton," On May 30, about 150 protesters marched to the Augusta County Courthouse where a ""Justice for George Floyd"" rally was held. Speakers included the granddaughter of a KKK member.",Virginia,['https://www.newsleader.com/story/news/local/2020/05/30/live-update-saturday-rally-justice-george-floyd-staunton/5293073002/']
Waynesboro," On June 3, about 150 protesters gathered outside of the Thomas Gorsuch Municipal Building.
A protest in Staunton on May 30",Virginia,['https://www.whsv.com/content/news/Community-holds-racial-injustice-rally-outside-Waynesboro-municipal-buildings-571002501.html']
Winchester," On May 31, peaceful protests were being held in Winchester that marched through the streets, ending in a scene at Picadilly Circle. Protesters were chanting ""I Can't Breathe"" while marching through the streets, and finally with ""Black Lives Matter"" while at the end point of Picadilly. Police were seen directing traffic around and away from the protestors in an attempt to keep the public safe. No injuries or arrests have been made public yet.
Southwest Virginia",Virginia,['https://www.winchesterstar.com/winchester_star/protesters-fill-the-streets-of-downtown-winchester/article_fdae9221-5a72-5fa6-bfe5-fc14f9e28937.html']
Abingdon," On June 6, participants gathered for a peace vigil at the Appalachian Peace Education Center in Abingdon.",Virginia,['https://www.heraldcourier.com/gallery/abingdon-peace-vigil/collection_7551b620-a814-11ea-9ae0-9b79d1bdb6ac.html']
Blacksburg, About 300 people peacefully demonstrated on Main Street on June 1.,Virginia,['https://www.roanoke.com/gallery/photos-nearly-300-march-in-peaceful-blacksburg-protest/collection_421319a6-8d14-54a8-a067-a1bc98d45f00.html']
Bristol," On June 1, about 200 people held a candlelight vigil for George Floyd on State Street in both Bristol, Virginia and Bristol, Tennessee.",Virginia,"['https://www.heraldcourier.com/news/candles-masks-mark-bristol-vigil-for-george-floyd/article_a7aed62e-91fa-548c-93e6-2d0a19c10731.html', 'https://wcyb.com/news/local/peaceful-protests-for-george-floyd-and-black-lives-matter-movement-take-place-all-weekend']"
Danville," On June 1, dozens of protesters marched up and down Main Street in Danville.",Virginia,['https://wset.com/news/local/protesters-march-peacefully-through-danville']
Galax," On June 3, approximately 70 protesters gathered at Felts Park and marched to the Galax Police Department courtyard.",Virginia,['https://www.galaxgazette.com/content/citizens-unite-peaceful-protest']
Marion," On June 13, protesters were met with counter-protesters outside the Smyth County Courthouse.",Virginia,"['https://wcyb.com/news/local/protests-for-racial-equality-continue-in-marion', 'https://www.buzzfeednews.com/article/ellievhall/cross-burning-fire-virginia-black-lives-matter-teen']"
Martinsville," On May 31, approximately 100 people gathered to protest in Martinsville.",Virginia,['https://www.martinsvillebulletin.com/news/local/protesters-and-police-on-best-behavior-in-henry-county/article_ef872ccf-a5ea-5559-a4b7-924fd591a6be.html#1']
Norton," On June 1, dozens of participants gathered to protest the death of George Floyd.",Virginia,['https://wcyb.com/news/local/dozens-rally-in-norton-virginia-in-response-to-george-floyds-death']
Roanoke," About 100 people protested in Downtown Roanoke on May 30, at least one person was arrested.",Virginia,"['https://www.wsls.com/news/local/2020/05/30/demonstrators-protest-death-of-george-floyd-in-downtown-roanoke/', 'https://www.roanoke.com/news/local/watch-now-demonstrators-rally-march-in-roanoke-following-george-floyds-death/article_000415c6-f4a6-59e7-803f-20a7b3049733.html']"
Rocky Mount," On June 3, about 50 protesters gathered in front of the Franklin County courthouse.",Virginia,['https://www.thefranklinnewspost.com/news/local/protest-draws-crowd-despite-heat/article_041b53d6-9e14-5de8-be32-21e4e3a9a030.html']
Wytheville," On June 2, approximately 300 protesters marched from Al Jennings Field at Wytheville Community College to Withers Park.
Northern Virginia",Virginia,['https://www.swvatoday.com/news/article_7f6a7c3c-a503-11ea-a514-2b32cadf6ff3.html']
Alexandria," In the wake of the protests, the city removed the Appomattox statue on June 2, one of the last remaining statues in the city honoring soldiers who fought for the Confederate States. The statue had originally been planned to be removed in July 2020, but the statue's owners, the United Daughters of the Confederacy, opted to remove it sooner.",Virginia,"['https://www.wusa9.com/article/news/local/virginia/confederate-statue-removed-in-alexandria-virginia/65-886c1f5d-07f3-4033-9e71-ab0bd1f212c0', 'https://patch.com/virginia/oldtownalexandria/vigil-george-floyd-planned-alexandria-leaders-react']"
Arlington," Given the county's proximity to Washington, D.C., most of the protests focused on George Floyd were in Washington, D.C. The Arlington County Police Department had been assisting the D.C. Metro Police, the U.S. Capitol Police, the Secret Service, the U.S. Park Police, and Metro Transit Police with the protests in Washington, but were pulled by the state following the Trump bible controversy.",Virginia,"['https://www.cnn.com/us/live-news/george-floyd-protests-06-01-20/h_9c458b6c48302377c32f150283d328e5', 'https://www.arlnow.com/2020/06/04/photos-hundreds-take-to-the-streets-for-anti-racism-protest/']"
Burke, Protesters held a rally at the intersection of Burke Centre Parkway and Roberts Road on June 5.,Virginia,['https://patch.com/virginia/burke/photos-black-lives-matter-rally-draws-crowd-burke']
Culpeper," A peaceful protest took place in Culpeper June 6, with 7-800 participants.",Virginia,['https://www.starexponent.com/news/peaceful-protest-in-culpeper-draws-hundreds/article_ed75a36d-89c1-537e-844b-1f9ac7388832.html']
Dumfries," On June 5, about 75 protesters in Dumfries marched onto Interstate 95, briefly shutting it down before getting arrested.",Virginia,['https://apnews.com/8893aa994356074e12c5efdaa441f76e']
Falls Church," On June 4, hundreds of protesters marched down Park Avenue in Falls Church.",Virginia,['https://www.tysonsreporter.com/2020/06/04/hundreds-join-student-led-black-lives-matter-march-in-falls-church/']
Fredericksburg, Several hundred protestors marched in Downtown Fredericksburg and near the Central Park Mall on May 30.,Virginia,['https://www.fredericksburg.com/news/fredericksburg-marchers-join-nationwide-call-for-justice-for-george-floyd/article_47e6fc9a-1b49-51fd-9550-a0a1afd01dd2.html']
Leesburg," On June May 31, Nearly 1,500 people attended protests in Downtown Leesburg, the protests were largely peaceful.",Virginia,"['https://loudounnow.com/2020/05/31/i-cant-breathe-protest-packs-downtown-leesburg/', 'https://www.leesburgva.gov/government/mayor-council', 'https://www.loudountimes.com/news/big-crowd-turns-out-in-leesburg-for-peaceful-demonstration-protest/article_94cd36d0-a37a-11ea-ad7a-73f031161b00.html']"
Manassas," On May 30, several hundred protesters gathered around the area of Sudley Road and Sudley Manor Drive.",Virginia,"['https://www.princewilliamtimes.com/news/updated-state-delegate-apparently-hit-with-pepper-spray-after-confronting-police-during-manassas-protest/article_24bcfff8-a2dd-11ea-9fad-eb0d9b7d614c.html', 'https://www.princewilliamtimes.com/news/updated-state-delegate-apparently-hit-with-pepper-spray-after-confronting-police-during-manassas-protest/article_24bcfff8-a2dd-11ea-9fad-eb0d9b7d614c.html', 'https://wjla.com/news/local/protesters-storm-sudley-road-prince-william', 'https://www.princewilliamtimes.com/news/updated-state-delegate-apparently-hit-with-pepper-spray-after-confronting-police-during-manassas-protest/article_24bcfff8-a2dd-11ea-9fad-eb0d9b7d614c.html', 'https://twitter.com/carterforva/status/1266926871335272458']"
Stafford," A rally was held in the parking lot of the Stafford Marketplace on May 31. Stafford School Board member, Emily Young, addressed the crowd.",Virginia,['https://www.fredericksburg.com/news/local/photos-fredericksburg-area-protests-demand-justice-for-george-floyd/collection_a3232728-e576-5883-ba11-635c4dc10fa3.html#2']
Sterling," On June 6, thousands of protesters gathered at Algonkian Regional Park.",Virginia,['https://loudounnow.com/2020/06/07/black-lives-matter-protests-draw-hundreds-in-leesburg-thousands-in-sterling/']
Warrenton," peaceful protests were carried out in Warrenton on May 30 and 31.
Eastern Shore",Virginia,['https://www.starexponent.com/news/peaceful-protest-in-culpeper-draws-hundreds/article_ed75a36d-89c1-537e-844b-1f9ac7388832.html']
Accomac," On June 6, hundreds of protesters gathered in front of the courthouse and marched to the library.",Virginia,['https://shoredailynews.com/headlines/eastern-shore-rallies-protest-death-of-george-floyd/']
