,date,city_st,size,size_str,urls,collection
99,2020-06-02,"Gillette, WY",,Approximately fifty,['https://www.wyomingbusinessreport.com/industry_news/government_and_politics/laramie-gillette-rock-springs-see-protests-over-floyd-death/article_44bda9a6-a5b2-11ea-aaa2-e742ab7a8a6e.html'],Wikipedia
100,2020-05-31,"Jackson, WY",160.0,over 150 people,['https://www.jhnewsandguide.com/jackson_hole_daily/local/town-square-gathering-mirrors-national-protests-of-george-floyd-killing/article_3b25685c-bb48-575c-bea0-75873a307ebe.html'],Wikipedia
101,2020-06-02,"Laramie, WY",120.0,over 100 protesters,"['https://www.wyomingbusinessreport.com/industry_news/government_and_politics/laramie-gillette-rock-springs-see-protests-over-floyd-death/article_44bda9a6-a5b2-11ea-aaa2-e742ab7a8a6e.html', 'https://www.wyomingpublicmedia.org/post/hundreds-gather-laramie-protest-police-brutality#stream/0']",Wikipedia
102,2020-06-01,"Riverton, WY",100.0,about 100 protesters,['https://trib.com/news/local/casper/the-latest-protests-in-wyoming/article_d0cf8453-a7ae-5683-8d5c-3c92c10ae7ae.html'],Wikipedia
103,2020-01-01,"Rock Springs, WY",,about 10 people,"['https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/', 'https://torringtontelegram.com/article/laramie-gillette-rock-springs-see-protests-over-floyd-death', 'https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/', 'https://torringtontelegram.com/article/laramie-gillette-rock-springs-see-protests-over-floyd-death', 'https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/', 'https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/']",Wikipedia
104,2020-01-01,"Hagåtña, Guam",120.0,over 100 people,['https://www.pncguam.com/floyd-protest-held-at-chief-kepuha-monument-in-hagatna/'],Wikipedia
105,2020-01-01,"Tamuning, Guam",,about 125 people,"['https://www.pncguam.com/peaceful-protest-on-guam-over-death-of-george-floyd/', 'https://www.guampdn.com/story/news/local/2020/06/02/black-lives-matter-protests-held-planned/5314520002/']",Wikipedia
106,2020-06-01,"Loíza, Puerto Rico",200.0,Hundreds,['https://www.nytimes.com/2020/06/01/us/floyd-protests-live.html'],Wikipedia
107,2020-06-02,"San Juan, Puerto Rico",220.0,over 200 people,['https://www.nytimes.com/2020/06/02/us/george-floyd-video-autopsy-protests.html'],Wikipedia
108,2020-01-01,"Saipan, Saipan",,One,"['https://www.saipantribune.com/index.php/black-lives-matter-on-saipan-too/', 'https://www.saipantribune.com/index.php/black-lives-matter-on-saipan-too/', 'https://www.kuam.com/story/42197881/saipan-resident-holds-onewoman-protest-for-justice']",Wikipedia
109,2020-06-07,"Christiansted, U.S. Virgin Islands",,50 to 60,['https://stjohnsource.com/2020/06/08/st-croix-vigil-commemorates-george-floyd/'],Wikipedia
110,2020-06-04,"Frederiksted, U.S. Virgin Islands",,,['https://viconsortium.com/vi-community_center/virgin-islands-its-everybody-against-racism-motorcade-candlelight-vigil-held-on-st-croix-for-george-floyd'],Wikipedia
111,2020-06-01,"Anniston, AL",,,['https://www.annistonstar.com/news/anniston/local-protests-continue-after-george-floyd-s-death/article_d2ff18e2-a456-11ea-962e-cfb98489f7d4.html'],Wikipedia
112,2020-06-02,"Ashland, AL",,,['https://www.wbrc.com'],Wikipedia
113,2020-05-31,"Auburn, AL",200.0,Hundreds,['https://www.wsfa.com/2020/05/31/hundreds-gather-auburn-call-justice-racial-equality/'],Wikipedia
114,2020-05-31,"Birmingham, AL",,"An estimated 1,000","['https://www.al.com/news/birmingham/2020/05/peaceful-protests-for-george-floyd-spread-across-alabama.html', 'https://www.al.com/news/2020/05/protesters-trying-to-take-down-confederate-monument-in-birmingham.html', 'https://www.al.com/news/2020/06/watch-live-birmingham-officials-discuss-night-of-protests-riots.html', 'https://www.al.com/news/2020/06/the-ugly-aftermath-of-birminghams-night-of-chaos.html', 'https://patch.com/alabama/birmingham-al/linn-park-confederate-monument-removed-city']",Wikipedia
115,2020-05-31,"Dothan, AL",,,['https://www.dothanfirst.com/news/happening-now-black-lives-matter-protest-in-front-of-the-houston-county-courthouse/'],Wikipedia
116,2020-05-31,"Gadsden, AL",,,[],Wikipedia
117,2020-05-30,"Hoover, AL",,at least 100 protesters,['https://www.al.com/news/birmingham/2020/05/peaceful-protests-for-george-floyd-spread-across-alabama.html'],Wikipedia
118,2020-05-30,"Huntsville, AL",,,"['https://www.al.com/news/birmingham/2020/05/peaceful-protests-for-george-floyd-spread-across-alabama.html', 'https://www.al.com/news/2020/06/george-floyd-protest-in-huntsville-ends-in-police-firing-teargas-as-crowd-refused-to-disperse.html', 'https://whnt.com/news/huntsville/huntsville-police-chief-reviews-mondays-protest/', 'https://www.al.com/news/2020/06/george-floyd-protest-in-huntsville-ends-in-police-firing-teargas-as-crowd-refused-to-disperse.html']",Wikipedia
119,2020-06-01,"Jacksonville, AL",,,['https://www.firstcoastnews.com/article/news/local/protest-planned-in-downtown-jacksonville-monday/77-28e02e7e-1587-4eed-9db4-a5bfbb3ab41d'],Wikipedia
120,2020-05-31,"Mobile, AL",,,"['https://www.fox10tv.com/news/mobile_county/demonstrators-march-for-george-floyd-in-downtown-mobile/article_56731a90-a374-11ea-8d20-b773f49ce72b.html', 'https://mynbc15.com/news/local/protesters-to-march-in-mobile-over-death-of-george-floyd', 'https://www.fox10tv.com/news/mobile_county/demonstrators-march-hold-vigil-for-george-floyd-in-downtown-mobile/article_56731a90-a374-11ea-8d20-b773f49ce72b.html']",Wikipedia
121,2020-05-30,"Montgomery, AL",200.0,hundreds,['https://www.montgomeryadvertiser.com/story/news/2020/05/30/montgomery-protesters-decry-george-floyds-murder-steven-reed-lynching-alabama-capitol/5293099002/'],Wikipedia
122,2020-05-30,"Opelika, AL",,,['https://www.wtvm.com/2020/05/30/crowd-gathers-opelika-protest-death-george-floyd/'],Wikipedia
123,2020-05-29,"Troy, AL",50.0,about 50 people,"['https://www.dothanfirst.com/news/no-justice-no-peace-troy-students-others-protest-in-town-square-over-george-floyds-death/', 'https://tropnews.com/protest-of-george-floyds-death-in-downtown-troy/']",Wikipedia
124,2020-05-31,"Tuscaloosa, AL",400.0,about 400 people,"['https://abc3340.com/news/local/hundreds-protest-racial-injustice-in-tuscaloosa-following-george-floyds-death', 'https://www.wbrc.com/2020/06/03/peaceful-protest-tuscaloosa/']",Wikipedia
125,2020-05-30,"Anchorage, AK",,"Two, About a hundred","['https://www.adn.com/alaska-news/anchorage/2020/05/30/as-unrest-sweeps-through-us-anchorage-rally-organizers-emphasize-the-power-of-working-together/', 'https://www.ktoo.org/2020/05/30/death-of-george-floyd-sparks-rallies-across-alaska/', 'https://www.adn.com/alaska-news/anchorage/2020/05/30/as-unrest-sweeps-through-us-anchorage-rally-organizers-emphasize-the-power-of-working-together/']",Wikipedia
126,2020-06-02,"Bethel, AK",,over 100,"['https://www.kyuk.org/post/large-bethel-crowd-peacefully-protests-killing-george-floyd', 'https://twitter.com/RBMEllis/status/1268006797975011330']",Wikipedia
127,2020-05-30,"Fairbanks, AK",,400,['http://www.newsminer.com/alerts/hundreds-gather-in-fairbanks-to-protest-peacefully-in-wake-of-george-floyds-death/article_0081fb48-a2c9-11ea-93c4-6bdd83855c28.html'],Wikipedia
128,2020-06-02,"Haines, AK",,approximately 200 people,['https://twitter.com/akmk/status/1268020106908459010'],Wikipedia
129,2040-06-01,"Homer, AK",,more than 80 people,['https://www.homernews.com/news/locals-organize-multiple-demonstrations-on-racial-injustice/'],Wikipedia
130,2020-05-30,"Juneau, AK",,,"['https://www.ktoo.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protest-the-killing-of-george-floyd-calling-for-justice/', 'https://www.juneauempire.com/news/hundreds-gather-in-juneau-for-physical-and-virtual-human-rights-rallies/']",Wikipedia
131,2020-06-03,"Ketchikan, AK",,,"['https://www.ktoo.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protest-the-killing-of-george-floyd-calling-for-justice/', 'https://twitter.com/sugpiaqsmile/status/1268652763887484928']",Wikipedia
132,2020-06-02,"Kotzebue, AK",,at least 20 people,['https://www.ktoo.org/2020/06/04/from-kotzebue-to-ketchikan-alaskans-protest-the-killing-of-george-floyd-calling-for-justice/'],Wikipedia
133,2020-06-06,"Palmer, AK",,"1,400",['https://www.adn.com/alaska-news/mat-su/2020/06/06/at-palmer-rally-demonstrators-call-for-unity-and-stamping-out-racism-in-local-communities/?fbclid=IwAR3Hd1_lHie-8Pr9asLpzSVZ_OctkXvJ9X5BS5cYHGemrP9XaJHKfWXgTP0'],Wikipedia
134,2020-06-01,"Sitka, AK",,"Around 250, two",['https://www.kcaw.org/2020/06/02/sitkans-honor-george-floyd-join-call-for-racial-justice/'],Wikipedia
135,2020-01-01,"Utqiaġvik, AK",,,"['https://www.adn.com/alaska-news/rural-alaska/2020/06/09/arctic-alaska-communities-turn-out-for-northernmost-police-brutality-protests', 'https://www.adn.com/alaska-news/rural-alaska/2020/06/09/arctic-alaska-communities-turn-out-for-northernmost-police-brutality-protests', 'https://www.adn.com/alaska-news/rural-alaska/2020/06/09/arctic-alaska-communities-turn-out-for-northernmost-police-brutality-protests']",Wikipedia
136,2020-01-03,"Flagstaff, AZ",,approximately 100 protesters,"['https://azdailysun.com/news/local/crime-and-courts/people-in-flagstaff-protest-death-of-george-floyd-police-brutality/article_9eeb68c1-3a6c-5e64-a72c-1ab957e1c577.html', 'http://www.jackcentral.org/news/black-lives-matter-makes-their-voices-heard-in-flagstaff/article_e8148e4a-efc6-5947-8816-65c723e3d86f.html']",Wikipedia
137,2020-05-28,"Phoenix, AZ",200.0,Hundreds,"['https://www.azcentral.com/story/news/local/phoenix-breaking/2020/05/28/phoenix-protest-stand-solidarity-family-george-floyd/5276289002/', 'https://www.news.com.au/world/breaking-news/us-protesters-torch-police-station/news-story/c192f51a394a71a485f81a43a49c4310', 'https://www.abc15.com/news/region-phoenix-metro/central-phoenix/video-peaceful-protest-turns-violent-buildings-cars-damaged-in-phoenix', 'https://www.12news.com/article/news/local/valley/police-no-body-dash-cam-footage-in-phoenix-dps-shooting-family-and-friends-pushing-for-answers/75-a733c100-ff2b-44c6-994e-2499d5ea04ef', 'https://www.azfamily.com/news/thousands-protest-in-downtown-phoenix-for-4th-straight-night-people-being-detained/article_e211f364-a3b5-11ea-a3aa-9bf359b1b7f5.html']",Wikipedia
138,2020-01-01,"Kingman, AZ",,at least 40 people,"['https://www.havasunews.com/free_access/national-guard-called-to-kingman/article_e5f4b94a-a521-11ea-9f9e-a3960f53bc78.html', 'https://www.thebee.news/arrested-during-protest/']",Wikipedia
139,2020-06-03,"Lake Havasu City, AZ",,,"['https://www.havasunews.com/free_access/protest-prayer-gathering-candlelight-walk-planned-in-lake-havasu-city-this-week/article_202f9d82-a563-11ea-9ff8-9fefa6295c96.html', 'https://www.havasunews.com/opinion/our-view-havasu-shows-the-world-how-to-do-a-protest-right/article_08c6bdf4-abaa-11ea-96ba-ff59488db5e2.html']",Wikipedia
140,2020-01-01,"Prescott, AZ",,more than 150 protesters,"['https://www.dcourier.com/news/2020/may/31/george-floyd-protest-comes-prescott-valley-gov-duc/', 'https://gcmaz.com/minor-skirmishes-during-prescott-valley-protest-saturday-night/']",Wikipedia
141,2020-01-01,"Scottsdale, AZ",200.0,hundreds,"['https://www.scottsdale.org/city_news/looting-vandalism-rip-fashion-square-area/article_ae458986-a376-11ea-a021-bb3003752a7a.html', 'https://www.scottsdale.org/city_news/looting-vandalism-rip-fashion-square-area/article_ae458986-a376-11ea-a021-bb3003752a7a.html', 'https://www.scottsdale.org/city_news/looting-vandalism-rip-fashion-square-area/article_ae458986-a376-11ea-a021-bb3003752a7a.html']",Wikipedia
142,2020-05-30,"Tucson, AZ",200.0,hundreds,"['http://www.tucsonsentinel.com/local/report//053020_protests_tucson/', 'https://www.kold.com/2020/05/30/tucson-leaders-address-violence-destruction-following-downtown-protest-against-george-floyds-death/', 'https://tucson.com/news/local/8-arrested-in-second-night-of-protests-in-tucson-dozens-help-clean-up/article_3ad8521d-0c8f-5ac5-b048-32a6cab6ae23.html', 'https://kvoa.com/news/2020/06/02/hundreds-attend-candlelight-vigil-in-honor-of-george-floyd/', 'https://tucson.com/news/march-for-justice-rally-attracts-1-800-to-ua-protests-end-in-face-to-face/article_cbef472e-a691-11ea-bfe6-93c888864255.html', 'https://tucson.com/news/local/crowd-of-all-colors-gathers-in-tucson-to-affirm-that-black-lives-matter/article_ba2a0c76-a872-11ea-9c05-9b7faf194e54.html']",Wikipedia
143,2020-05-30,"Yuma, AZ",,over 150,"['https://kyma.com/news/top-stories/2020/05/30/i-cant-breathe-protesters-gather-in-yuma/', 'https://ein.az.gov/emergency-information/emergency-bulletin/governor-ducey-issues-statewide-declaration-emergency']",Wikipedia
144,2020-06-01,"Bentonville, AR",1000.0,"1,000",['https://www.4029tv.com/article/protesters-gather-in-bentonville-despite-online-threats/32735249'],Wikipedia
145,2020-05-31,"Conway, AR",,,['https://katv.com/news/local/tear-gas-arrests-at-conway-protest-crowd-gathers-for-2nd-night-at-arkansas-capitol'],Wikipedia
146,2020-05-30,"Fayetteville, AR",24.0,Dozens,"['https://www.5newsonline.com/article/news/they-join-hundreds-of-protestors-around-the-country-who-are-protesting-about-george-floyds-death/527-93cf67ff-a36c-42e6-8b6c-73a026db6b2e', 'https://www.4029tv.com/article/protests-against-racism-held-on-fayetteville-square/32748148']",Wikipedia
147,2020-05-31,"Fort Smith, AR",200.0,hundreds,"['https://www.swtimes.com/news/20200531/scores-of-fort-smith-demonstrators-protest-george-floyd-death', 'https://www.4029tv.com/article/hundreds-protest-george-floyds-death-in-fort-smith/32724514']",Wikipedia
148,2020-05-31,"Jonesboro, AR",200.0,hundreds,"['https://katv.com/news/local/jonesboro-to-close-downtown-street-for-2nd-day-of-protests', 'https://www.kait8.com', 'https://www.kait8.com/2020/06/01/traffic-alert-south-main-street-closed-rally/']",Wikipedia
149,2020-05-30,"Little Rock, AR",,about 400 to 500,"['https://www.thv11.com/article/life/hundreds-demand-justice-during-peaceful-protests-in-little-rock/91-3e79e3e5-0401-4f30-a055-e6fe0e4a68c8', 'https://www.arkansasonline.com/news/2020/may/31/in-lr-rally-near-capitol-turns-violent-/', 'https://www.thv11.com/article/life/artists-add-george-floyd-portrait-to-civil-rights-mural-in-little-rock/91-b921ea53-f8aa-4634-84db-b76ed3db73ee']",Wikipedia
150,2020-06-04,"Pine Bluff, AR",300.0,300,['https://www.arkansasonline.com/news/2020/jun/07/pine-bluff-organizers-host-drive-in-rally/'],Wikipedia
151,2020-01-04,"Texarkana, AR",,70 to 100,['https://www.texarkanagazette.com/news/texarkana/story/2020/may/30/residents-rally-state-line-post-office-protest-george-floyd-death/829168/'],Wikipedia
152,2020-01-01,"Monuments and memorials removed
Map of George Floyd protests in California with over 100 participant as of June 6, 2020 (click for a larger, dynamic map)
There have been a series of protests in California related to the May 25, 2020 Death of George Floyd in Minneapolis while in police custody.
On May 31, 2020, the California Department of Human Resources advised ""all state departments with offices in downtown city areas"" to close on June 1.[5]
.mw-parser-output .toclimit-2 .toclevel-1 ul,.mw-parser-output .toclimit-3 .toclevel-2 ul,.mw-parser-output .toclimit-4 .toclevel-3 ul,.mw-parser-output .toclimit-5 .toclevel-4 ul,.mw-parser-output .toclimit-6 .toclevel-5 ul,.mw-parser-output .toclimit-7 .toclevel-6 ul{display, CA",,"1, 1.1, 2, 2.2, 2.3, 2.4, 2.5, 2.6, 3, 4, 5",['https://www.sacbee.com/news/california/article243159481.html'],Wikipedia
153,2020-06-01,"Arcata, CA",200.0,about 200 protesters,['https://lostcoastoutpost.com/2020/jun/1/protest-against-police-injustice-downtown-arcata-a/'],Wikipedia
154,2020-01-01,"Davis, CA",,Roughly 100,"['https://www.davisenterprise.com/local-news/uc-davis-students-march-in-resurgent-black-lives-matter-movement/', 'https://fox40.com/news/local-news/davis-police-station-vandalized-with-anti-police-message/']",Wikipedia
155,2020-05-30,"Eureka, CA",,"Hundreds, Two",['https://www.times-standard.com/hundreds-fill-streets-in-eureka-to-protest-fatal-arrest-of-george-floyd'],Wikipedia
156,2020-01-01,"Folsom, CA",200.0,Hundreds,['https://goldcountrymedia.com/news/174696/folsom-police-stand-ready-as-nat-guard-curfew-road-closures-come-to-neighboring-communities/'],Wikipedia
157,2020-06-02,"Fort Bragg, CA",200.0,hundreds,['https://www.advocate-news.com/2020/06/03/students-lead-black-lives-matter-protest-downtown/'],Wikipedia
158,2020-05-31,"Fresno, CA",,"over 3,000","['https://www.fresnobee.com/news/local/article243136506.html', 'https://www.fresnobee.com/news/local/article243340801.html']",Wikipedia
159,2020-01-01,"Lake County, CA",,,['https://www.record-bee.com/2020/06/06/george-floyd-protests-lakeport-decries-police-brutality-and-racial-injustices/'],Wikipedia
160,2020-05-30,"Lake Tahoe, CA",,,['https://www.tahoedailytribune.com/news/peaceful-protests-continue-at-lakeview-commons/'],Wikipedia
161,2020-06-05,"Madera, CA",,around 200,['https://abc30.com/madera-george-floyd-unified-protest-police-brutality-march/6234137/'],Wikipedia
162,2020-05-31,"Marysville, CA",24.0,Dozens,['https://kubaradio.com/marysville-protest-over-george-floyd-killing-remains-peaceful/'],Wikipedia
163,2020-05-31,"Modesto, CA",200.0,hundreds,"['https://mobile.twitter.com/ModestoPolice/status/1267211048404148225', 'https://sacramento.cbslocal.com/2020/05/31/at-least-1-arrested-during-modesto-george-floyd-protests/', 'https://www.kcra.com/article/modesto-george-floyd-protests-police-may-31/32724161']",Wikipedia
