date,city_st,urls,collection
05/31/2020,"Virginia, MN",['https://kbjr6.com/2020/05/31/virginia-citizens-stress-equality-de-escalation-of-violence-in-peaceful-protest/'],New York Times
05/31/2020,"Oshkosh, WI",['https://www.thenorthwestern.com/picture-gallery/news/2020/05/31/peaceful-black-lives-matter-protest-takes-over-downtown-oshkosh/5302850002/'],New York Times
05/31/2020,"Cullman, AL",['https://www.cullmantimes.com/news/group-gathers-at-depot-park-to-protest-death-of-george-floyd/article_ce79cfe2-a389-11ea-b35c-0706fcbe7a9e.html'],New York Times
05/31/2020,"Oak Bluffs, MA",['https://www.mvtimes.com/2020/05/31/floyd-killing-sparks-oak-bluffs-rally/'],New York Times
05/31/2020,"Cumberland, MD",['https://www.times-news.com/news/local_news/local-retired-minister-this-racism-is-evil/article_f28f0acc-a53d-11ea-ae6c-2b9ebead6bc7.html'],New York Times
05/31/2020,"Marysville, OH",['https://www.marysvillejt.com/news/peaceful-protest-held-in-plain-city/'],New York Times
05/31/2020,"Greenfield, MA",['https://www.recorder.com/Rally-for-George-Floyd-draws-crowd-in-Greenfield-34542191'],New York Times
05/31/2020,"Brunswick, ME",['https://www.pressherald.com/2020/06/01/protesters-with-black-lives-matter-movement-descend-on-brunswick-police-department-2/'],New York Times
05/31/2020,"Greensburg, PA",['https://triblive.com/local/westmoreland/protesters-gather-in-greensburg-spurred-by-george-floyd-killing/'],New York Times
05/31/2020,"Stevens Point, WI",['https://www.stevenspointjournal.com/story/news/2020/06/01/black-lives-matter-protesters-took-streets-stevens-point-demonstrators-marched-down-middle-division/5300932002/'],New York Times
05/31/2020,"New Philadelphia, OH",['https://www.timesreporter.com/news/20200531/peaceful-protest-george-floyd-protest-draws-hundreds-to-downtown-new-philadelphia'],New York Times
05/31/2020,"Levittown, PA",['https://www.buckscountycouriertimes.com/news/20200531/about-50-stage-peaceful-protest-at-five-points-in-levittown'],New York Times
05/31/2020,"Rexburg, ID",['https://byuiscroll.org/black-lives-matter-protests-reach-rexburg/'],New York Times
05/31/2020,"Winchester, KY",['https://www.winchestersun.com/2020/05/31/rally-protests-police-killings-of-blacks/'],New York Times
05/31/2020,"Meadville, PA",['https://www.meadvilletribune.com/news/protesters-take-to-meadvilles-streets-over-george-floyds-death/article_546ac494-a367-11ea-a20e-eb1a15bab5c2.html'],New York Times
05/31/2020,"Hopkinton, MA",['https://hopkintonindependent.com/hopkintonians-support-black-lives-matter-movement-with-vigil-on-town-common/'],New York Times
05/31/2020,"Selinsgrove, PA",['https://www.dailyitem.com/news/peaceful-protests-vigils-in-milton-selinsgrove/article_7897c0d2-a3ef-11ea-bd5b-f70272380ed9.html'],New York Times
05/31/2020,"North Platte, NE",['https://www.knopnews2.com/content/news/Peaceful-protest-in-North-Platte-570908261.html'],New York Times
05/31/2020,"Ashland, OR",['https://ktvl.com/news/local/protest-over-the-killing-of-george-floyd-begin-across-southern-oregon'],New York Times
05/31/2020,"Roseburg, OR",['https://nbc16.com/news/local/peaceful-protest-held-in-roseburg-to-support-racial-justice-over-weekend-06-01-2020'],New York Times
05/31/2020,"Lewisburg, PA",['https://www.dailyitem.com/news/peaceful-protests-vigils-in-milton-selinsgrove/article_7897c0d2-a3ef-11ea-bd5b-f70272380ed9.html'],New York Times
05/31/2020,"Berlin, NH",['https://www.conwaydailysun.com/news/local/black-lives-matter-protest-draws-200-in-conway/article_ccadbaf4-a409-11ea-aabc-07d48fc47b10.html'],New York Times
05/31/2020,"Springfield, MO","['https://www.news-leader.com/story/news/local/ozarks/2020/05/30/springfield-missouri-george-floyd-protests/5293355002/', 'https://www.ky3.com/content/news/Protests-underway-at-Glenstone-and-Battlefield-for-second-straight-day-570907391.html']",New York Times
05/31/2020,"Billings, MT","['https://billingsgazette.com/news/national/protesters-march-downtown-sunday-afternoon/video_ed59772f-32f3-5337-a1c9-5845ac34b449.html', 'https://billingsgazette.com/news/local/black-lives-matter-rally-held-in-downtown-billings-attracts-crowd/article_83098a4b-36cf-53d8-8892-803002d63678.html']",New York Times
05/31/2020,"Owatonna, MN",['https://www.southernminn.com/owatonna_peoples_press/news/article_a9fef344-fadb-5b00-b3e6-09ed0df18a8a.html'],New York Times
05/31/2020,"Hanover, PA",['https://www.ydr.com/picture-gallery/news/2020/05/31/george-floyd-protests-hanover-pa-photos/5302042002/'],New York Times
05/31/2020,"Alliance, OH",['https://www.the-review.com/news/20200531/alliance-peacefully-protests'],New York Times
05/31/2020,"Great Falls, MT",['https://www.krtv.com/news/protesters-gather-peacefully-in-great-falls-and-helena-video'],New York Times
05/31/2020,"Ferndale, MI",['https://www.freep.com/story/news/local/michigan/oakland/2020/05/31/ferndale-police-brutality-protest-george-floyd/5302130002/'],New York Times
05/31/2020,"Wimberley, TX",['https://www.kxan.com/news/local/hays/amid-violent-rallies-two-wimberley-teens-organize-peaceful-protest/'],New York Times
05/31/2020,"Aspen, CO",['https://www.aspentimes.com/news/photo-story-aspen-students-march-for-george-floyd/'],New York Times
05/31/2020,"Falmouth, MA",['https://www.capenews.net/mashpee/news/silent-protest-planned-at-mashpee-rotary/article_014082da-6794-57d5-8ecd-c00a9cdd7420.html'],New York Times
05/31/2020,"Council Bluffs, IA",['https://www.3newsnow.com/news/local-news/peaceful-protests-in-council-bluffs'],New York Times
05/31/2020,"Fond du Lac, WI",['https://www.wearegreenbay.com/news/local-news/fond-du-lac-county-sheriff-speaks-with-protesters-we-appreciate-and-hear-your-voices/'],New York Times
05/31/2020,"Fort Dodge, IA",['https://www.messengernews.net/news/local-news/2020/06/protesters-converge-in-fd/'],New York Times
05/31/2020,"Centreville, MD",['https://www.myeasternshoremd.com/qa/multimedia/galleries/news/black-lives-matter-peaceful-protest/collection_021d7bdd-8c61-53cc-bd5c-d70ca34df01f.html'],New York Times
05/31/2020,"Georgetown, KY",['http://www.news-graphic.com/news/peaceful-protesters-gather-downtown-sunday/article_a8fdee14-a452-11ea-a682-8fe3e618ce3e.html'],New York Times
05/31/2020,"Auburn, CA",['https://goldcountrymedia.com/news/174702/peaceful-protests-continue-in-auburn-as-crowd-of-400-600-chants-honks-at-intersection-of-historic-courthouse/'],New York Times
05/31/2020,"Charleston, IL",['https://www.dailyeasternnews.com/2020/05/31/march-held-in-charleston-as-nationwide-protests-of-police-violence-continue/'],New York Times
05/31/2020,"Hastings, NE",['https://www.ksnblocal4.com/content/news/People-participate-in-Black-Lives-Matter-protest-outside-Hastings-Police-Department-570909451.html'],New York Times
05/31/2020,"Cedar City, UT",['https://www.stgeorgeutah.com/news/archive/2020/05/31/jmr-more-than-100-march-in-cedar-city-to-protest-george-floyds-death/#.XtZ--p5Kiek'],New York Times
05/31/2020,"Bowling Green, OH",['https://www.13abc.com/content/news/Protest-stays-peaceful-in-Bowling-Green-570916161.html'],New York Times
05/31/2020,"Prineville, OR",['https://pamplinmedia.com/ceo/162-news/468753-379494-protest-peaceful-but-heated'],New York Times
05/31/2020,"Potsdam, NY",['https://www.northcountrynow.com/news/1000-protesters-march-through-potsdam-rally-peacefully-racial-justice-0281114'],New York Times
05/31/2020,"Boise, ID",['https://www.ktvb.com/article/news/local/hundreds-peacefully-protest-george-floyds-death-and-racial-turmoil-in-downtown-boise/277-22033b0b-2520-4612-9af0-586dde85352a'],New York Times
05/31/2020,"Auburn, NY",['https://www.syracuse.com/poststandard/2020/05/auburn-police-chief-marches-through-city-with-those-protesting-floyd-lawrences-death.html'],New York Times
05/31/2020,"Chaska, MN",['https://www.swnewsmedia.com/chaska_herald/news/community/protesters-march-through-downtown-chaska-following-george-floyd-death/article_2057cc1a-353d-577f-97c8-637c532f6874.html'],New York Times
05/31/2020,"Mount Pleasant, MI",['https://www.9and10news.com/2020/06/01/peaceful-protest-takes-place-in-mt-pleasant/'],New York Times
05/31/2020,"Homer, AK",['https://www.homernews.com/news/locals-organize-multiple-demonstrations-on-racial-injustice/'],New York Times
05/31/2020,"Portland, ME","['https://www.wmtw.com/article/hundreds-of-mainers-march-streets-of-portland-to-protest-death-of-george-floyd/32716181', 'https://www.wmtw.com/article/hundreds-protest-on-the-steps-of-portland-city-hall/32723050']",New York Times
05/31/2020,"Jamestown, NY",['https://www.post-journal.com/news/latest-news/2020/05/rally-in-response-to-george-floyd-death-held-in-jamestown/'],New York Times
05/31/2020,"Redmond, OR",['https://www.bendsource.com/bend/the-peaceful-protests-of-central-oregon/Content?oid=12601664'],New York Times
05/31/2020,"St. Joseph, MO",['https://www.newspressnow.com/news/local_news/locals-bring-protest-message-to-police-hq/article_22eda65e-a144-11ea-9cd3-cf0af55f1962.html'],New York Times
05/31/2020,"Port Orange, FL",['https://www.news-journalonline.com/news/20200531/hundreds-gather-in-port-orange-daytona-to-protest-death-of-george-floyd-in-minneapolis'],New York Times
05/31/2020,"Edwardsville, IL",['https://www.bnd.com/news/local/article243145781.html'],New York Times
05/31/2020,"Spokane, WA",['https://www.spokesman.com/stories/2020/may/31/protesters-gather-in-downtown-spokane-to-demonstra/'],New York Times
05/31/2020,"New Castle, PA",['https://www.ncnewsonline.com/news/local_news/crowd-turns-out-for-calm-protest-march-in-new-castle/article_84caeb25-bd26-5b86-9881-940195f5b3cf.html'],New York Times
05/31/2020,"Sioux Falls, SD",['https://www.argusleader.com/story/news/2020/05/31/march-george-floyd-sioux-falls-south-dakota-protests/5291232002/'],New York Times
05/31/2020,"Nevada City, CA",['https://yubanet.com/regional/peaceful-solidarity-protests-in-nevada-county-photo-gallery/'],New York Times
05/31/2020,"Athens, OH","['https://www.athensmessenger.com/multimedia/black-lives-matter-protest-in-downtown-athens/collection_e39b3b1e-e403-5daa-add3-2a90c0516bd9.html', 'https://www.thepostathens.com/article/2020/06/police-brutality-peaceful-protest-george-floyd']",New York Times
05/31/2020,"Muncie, IN",['https://www.thestarpress.com/story/news/local/2020/05/31/muncies-second-floyd-protest-rally-held-city-hall/5301237002/'],New York Times
05/31/2020,"Richmond, IN",['https://www.pal-item.com/story/news/local/2020/05/31/be-chill-hundreds-richmond-put-peaceful-protest-police-violence/5302936002/'],New York Times
05/31/2020,"Terre Haute, IN",['https://www.wthitv.com/content/news/Protesters-speak-out-after-being-arrested-during-Monday-night-protest-570963001.html'],New York Times
05/31/2020,"Bar Harbor, ME",['https://www.mdislander.com/maine-news/community-honors-george-floyd-rally-comments-graffiti-strike-a-nerve'],New York Times
05/31/2020,"Fremont, NE",['https://fremonttribune.com/news/local/watch-now-hundreds-gather-in-fremont-to-protest-racial-injustice-for-second-consecutive-week/article_8e8dec50-e0f7-53ab-b4ec-28709708d96a.html'],New York Times
05/31/2020,"St. George, UT",['https://www.abc4.com/news/southern-utah/southern-utah-chapter-of-black-lives-matter-peacefully-protests-in-st-george/'],New York Times
05/31/2020,"Hamilton, OH",['https://www.journal-news.com/news/local/hundreds-march-hamilton-protest-after-death-george-floyd/KB29x8EmhThihb6sjyRCzM/'],New York Times
05/31/2020,"Westfield, NJ",['https://www.tapinto.net/towns/westfield/sections/law-and-justice/articles/in-westfield-displays-of-solidarity-amid-national-outrage-over-george-floyd-s-death-video'],New York Times
05/31/2020,"Nebraska City, NE",['https://rivercountry.newschannelnebraska.com/story/42193403/small-group-assembles-for-nc-protest'],New York Times
05/31/2020,"Fostoria, OH",['https://www.13abc.com/content/news/Fostoria-police-officers-join-Black-Lives-Matter-protesters-in-prayer-570907941.html'],New York Times
05/31/2020,"Hutchinson, KS",['https://www.hutchnews.com/news/20200531/hutch-gathers-in-sunday-protest'],New York Times
05/31/2020,"Havre, MT",['https://www.havredailynews.com/story/2020/06/01/local/crowd-gathers-to-walk-for-justice/529125.html'],New York Times
05/31/2020,"Watertown, NY",['https://www.wwnytv.com/2020/05/31/peaceful-protests-continue-watertown/'],New York Times
05/31/2020,"Cape Girardeau, MO",['https://www.kfvs12.com/2020/05/31/more-than-hundred-protest-black-lives-matter-movement-cape-girardeau/'],New York Times
05/31/2020,"Covington, KY",['https://www.rcnky.com/articles/2020/05/31/photos-protest-outside-covington-police-headquarters'],New York Times
05/31/2020,"Williamsport, PA",['https://www.sungazette.com/news/top-news/2020/06/protesters-gather-in-williamsport-in-response-to-george-floyd-death/'],New York Times
05/31/2020,"Petal, MS",['https://www.clarionledger.com/story/news/local/2020/05/31/mississippi-mayor-george-floyd-comments-protest-continues-sunday/5299616002/?fbclid=IwAR09VRhDSqdtI2q_i5K5HFGSl1FxcHtx__YY-nBlUJs92ErroLZVWB4FEGw'],New York Times
05/31/2020,"Chehalis, WA",['http://www.chronline.com/news/more-than-300-people-kneel-in-chehalis-in-second-demonstration-against-police-brutality-racism/article_7b9a85e8-a4f4-11ea-b710-1f37a1472569.html'],New York Times
05/31/2020,"Salina, KS",['https://www.ksal.com/video-hundreds-in-salina-peacefully-protest/'],New York Times
05/31/2020,"State College, PA","['https://www.centredaily.com/news/local/community/state-college/article243165256.html', 'https://www.abc27.com/news/local/hundreds-gathered-to-protest-in-state-college/']",New York Times
05/31/2020,"Overland Park, KS",['https://www.kctv5.com/news/local_news/protesting-continues-for-a-fifth-day-in-kansas-city/article_c3cda38a-a536-11ea-a504-6747763d5b29.html'],New York Times
05/31/2020,"Eugene, OR","['https://www.registerguard.com/news/20200530/eugene-police-chief-explains-response-to-protest-that-turned-unruly', 'https://www.registerguard.com/news/20200531/thousands-gather-march-in-eugene-to-support-black-lives-matter']",New York Times
05/31/2020,"Morehead City, NC",['https://www.carolinacoastonline.com/news_times/article_093f78ee-a3b6-11ea-a2b4-3328a8dc1d79.html'],New York Times
05/31/2020,"Klamath Falls, OR",['https://kobi5.com/news/local-news/klamath-falls-protests-may-31-2020-129725/'],New York Times
05/31/2020,"Plainview, NY",['http://longisland.news12.com/story/42193106/hundreds-take-to-li-streets-to-peacefully-protest-following-death-of-george-floyd'],New York Times
05/31/2020,"Winthrop, WA",['https://methowvalleynews.com/2020/06/03/outrage-over-detro-facebook-post-sparks-recall-movement/'],New York Times
05/31/2020,"Charleston, WV",['http://wvmetronews.com/2020/05/31/peaceful-protests-over-death-of-george-floyd-social-injustice-crowd-charleston-streets/'],New York Times
05/31/2020,"Hood River, OR",['https://www.hoodrivernews.com/news/rally-silence-is-not-an-option/article_b373f6ce-a4fa-11ea-aca3-9793b281750f.html'],New York Times
05/31/2020,"Warrenton, VA",['https://www.fauquier.com/news/250-demonstrators-hold-peaceful-protest-in-courthouse-square/article_ac8a5682-a383-11ea-80fa-9b48f9ecb255.html'],New York Times
05/31/2020,"Washington, PA",['https://pittsburgh.cbslocal.com/2020/05/31/protesters-gather-at-washington-county-courthouse/'],New York Times
05/31/2020,"Steubenville, OH",['https://wtov9.com/news/local/protesters-gather-in-steubenville-calling-for-justice-for-george-floyd'],New York Times
05/31/2020,"Rapid City, SD",['https://www.kotatv.com/content/news/Downtown-Rapid-City-ends-with-peace-570946141.html'],New York Times
05/31/2020,"Franklin, KY",['https://www.wbko.com/content/news/Franklin-Kentucky-holds-peaceful-rally-570912701.html'],New York Times
05/31/2020,"Sharon, PA",['https://www.wkbn.com/news/local-news/people-gather-in-downtown-sharon-protesting-racial-injustice-and-police-brutality/'],New York Times
05/31/2020,"Lenoir, NC",['https://newstopicnews.com/news/49291/demonstrators-protest-floyds-death/'],New York Times
05/31/2020,"Mt. Vernon, IL",['https://www.wmix94.com/2020/06/01/protesters-in-response-to-george-floyds-death-assemble-peacefully-in-mt-vernon-sunday/'],New York Times
05/31/2020,"Lawrence, KS",['https://www.kcur.org/2020-06-01/peaceful-protests-in-topeka-and-lawrence-call-for-an-end-to-racism-police-violence'],New York Times
05/31/2020,"Cleveland, TN",['https://www.wrcbtv.com/story/42192998/protesters-holding-peaceful-demonstration-in-cleveland-on-sunday'],New York Times
